state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Washington,No,Basic,High School or Below,1/13/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
California,Yes,Basic,College,1/1/11,Retired,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,High School or Below,1/3/11,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Large
California,No,Basic,Bachelor,1/21/11,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Branch,SUV,Medsize
California,No,Extended,Bachelor,1/19/11,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Luxury,Medsize
California,No,Extended,High School or Below,2/2/11,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize
California,No,Basic,College,1/31/11,Unemployed,M,Suburban,Divorced,Personal Auto,Offer2,Web,Four-Door Car,Large
California,No,Basic,College,1/14/11,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,1/5/11,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Large
Oregon,Yes,Premium,Bachelor,1/24/11,Employed,F,Suburban,Single,Special Auto,Offer2,Agent,Luxury,Medsize
Arizona,Yes,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize
Washington,No,Premium,Bachelor,1/1/11,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Luxury,Medsize
California,No,Extended,College,2/3/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Large
Oregon,No,Basic,Post-Uni,1/1/11,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Luxury,Medsize
Washington,No,Premium,High School or Below,1/18/11,Employed,M,Urban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,College,2/27/11,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,2/21/11,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Luxury,Large
Washington,Yes,Extended,College,1/8/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
California,No,Basic,College,2/4/11,Employed,F,Rural,Single,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/17/11,Unemployed,M,Urban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
Washington,No,Extended,Bachelor,1/17/11,Retired,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,2/28/11,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Post-Uni,2/5/11,Employed,M,Urban,Single,Special Auto,Offer4,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,2/10/11,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,SUV,Small
Oregon,Yes,Basic,College,2/3/11,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,2/7/11,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Post-Uni,2/13/11,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small
Arizona,No,Extended,High School or Below,2/2/11,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2/25/11,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,2/3/11,Disabled,F,Suburban,Single,Corporate Auto,Offer1,Web,Two-Door Car,Small
California,No,Extended,Bachelor,1/11/11,Employed,M,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,1/10/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Large
Washington,No,Basic,Bachelor,1/19/11,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,1/25/11,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,1/7/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Luxury,Large
Washington,No,Premium,High School or Below,1/5/11,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
California,Yes,Basic,High School or Below,1/23/11,Employed,M,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize
Arizona,No,Basic,College,1/19/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,1/12/11,Employed,M,Rural,Married,Corporate Auto,Offer3,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/6/11,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,Yes,Extended,College,2/19/11,Unemployed,F,Suburban,Divorced,Special Auto,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,2/2/11,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small
Arizona,No,Basic,College,1/25/11,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,1/27/11,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Luxury,Medsize
Washington,No,Premium,Bachelor,1/7/11,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small
Arizona,No,Basic,Post-Uni,1/26/11,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,1/11/11,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
Nevada,No,Basic,High School or Below,2/2/11,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,2/6/11,Employed,M,Suburban,Divorced,Corporate Auto,Offer3,Call Center,Two-Door Car,Medsize
California,No,Basic,Bachelor,2/28/11,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Luxury,Medsize
Arizona,No,Extended,Bachelor,1/12/11,Employed,F,Rural,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
Nevada,No,Basic,College,2/11/11,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Basic,Post-Uni,1/18/11,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,1/22/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize
Washington,No,Extended,College,2/15/11,Employed,F,Urban,Married,Corporate Auto,Offer1,Call Center,Two-Door Car,Small
Oregon,No,Basic,High School or Below,1/5/11,Employed,F,Rural,Married,Corporate Auto,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,2/1/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,High School or Below,2/10/11,Employed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Small
Oregon,Yes,Basic,High School or Below,2/3/11,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,SUV,Small
California,No,Basic,Post-Uni,2/8/11,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Branch,Luxury,Medsize
Washington,No,Basic,High School or Below,2/7/11,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Large
Oregon,No,Basic,College,1/8/11,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Luxury,Medsize
Nevada,No,Basic,High School or Below,2/24/11,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize
California,No,Extended,Post-Uni,1/25/11,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Arizona,No,Basic,Bachelor,2/8/11,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,Luxury,Small
Washington,No,Extended,College,1/4/11,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Post-Uni,2/10/11,Employed,M,Rural,Single,Personal Auto,Offer4,Agent,SUV,Medsize
Oregon,Yes,Basic,Bachelor,1/21/11,Employed,F,Rural,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,1/17/11,Employed,F,Urban,Married,Personal Auto,Offer1,Web,SUV,Medsize
Arizona,No,Basic,College,1/13/11,Disabled,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Small
Oregon,No,Basic,High School or Below,2/23/11,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
Washington,No,Premium,High School or Below,2/7/11,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Small
California,Yes,Extended,College,1/7/11,Employed,M,Rural,Married,Corporate Auto,Offer2,Agent,Luxury,Medsize
California,No,Basic,High School or Below,1/8/11,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
California,Yes,Extended,College,2/23/11,Retired,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,2/6/11,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Small
Nevada,Yes,Extended,Bachelor,2/17/11,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize
Oregon,No,Premium,Post-Uni,1/10/11,Unemployed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Arizona,Yes,Basic,College,2/25/11,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,1/26/11,Disabled,F,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Post-Uni,1/30/11,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small
Arizona,No,Basic,College,1/3/11,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Luxury,Medsize
Arizona,No,Basic,Post-Uni,2/27/11,Employed,F,Rural,Single,Corporate Auto,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,Bachelor,2/7/11,Medical Leave,M,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Washington,No,Extended,College,2/14/11,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Post-Uni,2/28/11,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2/22/11,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize
California,No,Premium,Bachelor,2/1/11,Employed,M,Urban,Married,Corporate Auto,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2/26/11,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Call Center,Four-Door Car,Small
Oregon,No,Basic,High School or Below,2/10/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Small
Oregon,No,Basic,High School or Below,1/25/11,Unemployed,F,Suburban,Single,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,1/23/11,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Extended,College,2/26/11,Employed,M,Urban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Washington,No,Basic,Post-Uni,1/14/11,Employed,M,Rural,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Large
Arizona,Yes,Basic,Bachelor,2/19/11,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,1/18/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
Arizona,No,Basic,College,1/14/11,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,Post-Uni,1/3/11,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Large
Washington,No,Basic,High School or Below,2/7/11,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,1/12/11,Medical Leave,F,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Arizona,Yes,Basic,College,2/7/11,Employed,M,Urban,Married,Corporate Auto,Offer2,Agent,Luxury,Medsize
Oregon,No,Basic,College,2/6/11,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Small
California,No,Basic,College,1/5/11,Employed,M,Urban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,2/23/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,Yes,Basic,High School or Below,2/23/11,Disabled,F,Suburban,Married,Corporate Auto,Offer2,Agent,SUV,Small
Oregon,No,Premium,College,1/5/11,Employed,F,Urban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize
California,No,Basic,Bachelor,2/19/11,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Luxury,Medsize
Arizona,No,Basic,Bachelor,1/23/11,Employed,M,Rural,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,Yes,Extended,Post-Uni,1/10/11,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Large
Nevada,No,Extended,College,1/13/11,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Premium,College,1/20/11,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize
Arizona,No,Basic,College,1/29/11,Employed,M,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize
Oregon,No,Extended,College,2/26/11,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large
Oregon,No,Basic,High School or Below,1/18/11,Employed,F,Suburban,Married,Corporate Auto,Offer4,Branch,Two-Door Car,Small
California,No,Extended,Bachelor,1/31/11,Employed,F,Urban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
California,No,Extended,Post-Uni,1/10/11,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Small
California,No,Extended,Bachelor,2/28/11,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Small
California,No,Basic,High School or Below,2/22/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Large
Arizona,No,Extended,Bachelor,1/21/11,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,1/25/11,Retired,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,College,1/6/11,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2/3/11,Employed,F,Urban,Single,Personal Auto,Offer3,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,1/2/11,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Small
Oregon,Yes,Basic,College,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Nevada,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,1/31/11,Employed,M,Urban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/27/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small
California,No,Basic,High School or Below,2/11/11,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Large
Arizona,No,Basic,High School or Below,2/18/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,College,1/23/11,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,College,1/18/11,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Arizona,No,Premium,Bachelor,2/11/11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Large
Oregon,No,Basic,Post-Uni,1/23/11,Employed,F,Rural,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Small
Arizona,No,Basic,Bachelor,1/29/11,Unemployed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,2/22/11,Medical Leave,F,Suburban,Married,Personal Auto,Offer4,Branch,Luxury,Medsize
Oregon,No,Basic,Bachelor,1/30/11,Employed,F,Urban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
California,Yes,Premium,High School or Below,1/31/11,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,2/2/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,2/4/11,Unemployed,F,Suburban,Single,Special Auto,Offer3,Web,Four-Door Car,Small
Washington,No,Extended,High School or Below,1/26/11,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,1/13/11,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Web,Four-Door Car,Small
California,No,Premium,College,1/25/11,Medical Leave,M,Suburban,Married,Special Auto,Offer1,Agent,Four-Door Car,Small
Oregon,No,Extended,Post-Uni,2/26/11,Employed,M,Rural,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/10/11,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Post-Uni,2/21/11,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Luxury,Medsize
Arizona,No,Basic,College,2/1/11,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,Luxury,Small
California,No,Basic,High School or Below,1/13/11,Employed,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,1/20/11,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,1/18/11,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,2/21/11,Employed,F,Urban,Married,Personal Auto,Offer3,Branch,Luxury,Small
Oregon,Yes,Extended,Bachelor,2/27/11,Retired,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
Arizona,No,Extended,Bachelor,1/27/11,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small
California,No,Basic,Bachelor,1/1/11,Employed,F,Urban,Single,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,1/23/11,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Small
Nevada,No,Basic,College,1/23/11,Employed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Luxury,Medsize
Washington,No,Premium,Post-Uni,2/11/11,Employed,M,Suburban,Divorced,Corporate Auto,Offer3,Web,Four-Door Car,Small
California,Yes,Basic,College,1/21/11,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Small
California,No,Premium,College,1/25/11,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2/16/11,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
California,No,Premium,College,1/11/11,Unemployed,F,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Large
Oregon,No,Extended,High School or Below,1/3/11,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Large
Nevada,Yes,Basic,College,2/10/11,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,SUV,Large
Oregon,No,Basic,Post-Uni,2/19/11,Employed,M,Urban,Single,Personal Auto,Offer4,Branch,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2/4/11,Employed,F,Suburban,Divorced,Corporate Auto,Offer4,Web,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,1/31/11,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,SUV,Medsize
California,No,Basic,High School or Below,2/12/11,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,1/15/11,Employed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
Arizona,No,Basic,Bachelor,1/7/11,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize
California,No,Extended,College,1/17/11,Medical Leave,M,Suburban,Married,Special Auto,Offer1,Branch,Two-Door Car,Large
Oregon,No,Basic,College,2/25/11,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Post-Uni,2/6/11,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,College,1/7/11,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,1/31/11,Employed,F,Rural,Single,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,2/2/11,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Web,SUV,Medsize
California,No,Extended,High School or Below,1/14/11,Employed,M,Rural,Married,Special Auto,Offer2,Web,Four-Door Car,Large
Arizona,No,Basic,Bachelor,2/7/11,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,2/12/11,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small
